order_id,id,express_fee,charge_weight,bill_amount
26815740336936455,2,'-9223372036854775808,26750,14500
26815740336936455,3,'-9223372036854775808,23000,14500
26815740336936455,4,'-9223372036854775808,13200,14500
26815740336936455,5,'-9223372036854775808,28000,14500
26815740336936455,6,'-9223372036854775808,14300,14500
26815740336936455,7,'-9223372036854775808,20200,14500
26815740336936455,8,'-9223372036854775808,8800,14500
26815740336936455,9,'-9223372036854775808,627,14500
26815740336936455,10,'-9223372036854775808,627,14500
26815740336936455,11,14500,2091,14500
26815796390213895,1,'-9223372036854775808,451,800
26815796390213895,2,'-9223372036854775808,506,800
26815796390213895,3,'-9223372036854775808,148,800
26815796390213895,4,'-9223372036854775808,148,800
26815796390213895,5,'-9223372036854775808,148,800
26815796390213895,6,'-9223372036854775808,148,800
26815796390213895,7,'-9223372036854775808,88,800
26815796390213895,8,'-9223372036854775808,231,800
26815796390213895,9,'-9223372036854775808,156,800
26815796390213895,10,'-9223372036854775808,156,800
26815796390213895,11,'-9223372036854775808,156,800
26815796390213895,12,'-9223372036854775808,156,800
26815796390213895,13,'-9223372036854775808,156,800
26815796390213895,14,'-9223372036854775808,156,800
26815796390213895,15,'-9223372036854775808,156,800
26815796390213895,16,'-9223372036854775808,156,800
26815796390213895,17,'-9223372036854775808,156,800
26815796390213895,18,'-9223372036854775808,156,800
26815796390213895,19,'-9223372036854775808,156,800
26815796390213895,20,'-9223372036854775808,156,800
26815796390213895,21,'-9223372036854775808,156,800
26815796390213895,22,'-9223372036854775808,156,800
26815796390213895,23,'-9223372036854775808,156,800
26815796390213895,24,'-9223372036854775808,110,800
26815796390213895,25,'-9223372036854775808,209,800
26815796390213895,26,'-9223372036854775808,209,800
26815796390213895,27,'-9223372036854775808,27,800
26815796390213895,28,'-9223372036854775808,27,800
26815796390213895,29,'-9223372036854775808,913,800
26815796390213895,30,'-9223372036854775808,1364,800
26815796390213895,31,'-9223372036854775808,187,800
26815796390213895,32,'-9223372036854775808,242,800
26815796390213895,33,'-9223372036854775808,330,800
26815796390213895,34,'-9223372036854775808,33,800
26815796390213895,35,'-9223372036854775808,16,800
26815796390213895,36,'-9223372036854775808,16,800
26815796390213895,37,'-9223372036854775808,16,800
26815796390213895,38,'-9223372036854775808,16,800
26815796390213895,39,'-9223372036854775808,44,800
26815796390213895,40,'-9223372036854775808,110,800
26815796390213895,41,'-9223372036854775808,220,800
26815796390213895,42,'-9223372036854775808,286,800
26815796390213895,43,800,550,800
26815796675442183,1,'-9223372036854775808,214,400
26815796675442183,2,'-9223372036854775408,214,400
26815805936572935,1,'-9223372036854775808,66,400
26815805936572935,2,'-9223372036854775808,44,400
26815805936572935,3,'-9223372036854775808,44,400
26815805936572935,4,'-9223372036854775808,121,400
26815805936572935,5,'-9223372036854775808,33,400
26815805936572935,6,'-9223372036854775408,66,400
26815810198066696,1,'-9223372036854775808,418,400
26815810198066696,2,'-9223372036854775808,369,400
26815810198066696,3,'-9223372036854775808,11,400
26815810198066696,4,'-9223372036854775808,11,400
26815810198066696,5,'-9223372036854775808,77,400
26815810198066696,6,'-9223372036854775808,242,400
26815810198066696,7,400,22,400
26815811741578759,1,'-9223372036854775808,1760,800
26815811741578759,2,'-9223372036854775808,61,800
26815811741578759,3,'-9223372036854775808,61,800
26815811741578759,4,'-9223372036854775808,184,800
26815811741578759,5,'-9223372036854775808,1355,800
26815811741578759,6,'-9223372036854775808,1254,800
26815811741578759,7,'-9223372036854775808,1254,800
26815811741578759,8,'-9223372036854775808,4,800
26815811741578759,9,'-9223372036854775808,4,800
26815811741578759,10,'-9223372036854775808,4,800
26815811741578759,11,'-9223372036854775808,4,800
26815811741578759,12,'-9223372036854775808,4,800
26815811741578759,13,'-9223372036854775808,4,800
26815811741578759,14,'-9223372036854775808,4,800
26815811741578759,15,'-9223372036854775808,44,800
26815811741578759,16,'-9223372036854775808,44,800
26815811741578759,17,'-9223372036854775808,17,800
26815811741578759,18,'-9223372036854775808,8,800
26815811741578759,19,'-9223372036854775808,17,800
26815811741578759,20,'-9223372036854775808,198,800
26815811741578759,21,800,198,800
26815812798555655,1,'-9223372036854775808,78,500
26815812798555655,2,'-9223372036854775808,235,500
26815812798555655,3,'-9223372036854775808,157,500
26815812798555655,4,'-9223372036854775808,78,500
26815812798555655,5,'-9223372036854775808,33,500
26815812798555655,6,'-9223372036854775808,11,500
26815812798555655,7,'-9223372036854775808,11,500
26815812798555655,8,'-9223372036854775808,121,500
26815812798555655,9,'-9223372036854775808,16,500
26815812798555655,10,'-9223372036854775808,16,500
26815812798555655,11,'-9223372036854775808,128,500
26815812798555655,12,'-9223372036854775808,256,500
26815812798555655,13,'-9223372036854775808,742,500
26815812798555655,14,'-9223372036854775808,742,500
26815812798555655,15,'-9223372036854775808,742,500
26815812798555655,16,'-9223372036854775308,742,500
26815819962495239,1,'-9223372036854775808,779,400
26815819962495239,2,'-9223372036854775808,592,400
26815819962495239,3,'-9223372036854775808,290,400
26815819962495239,4,'-9223372036854775808,55,400
26815819962495239,5,'-9223372036854775808,55,400
26815819962495239,6,'-9223372036854775408,110,400
26815822395253768,1,'-9223372036854775808,1034,500
26815822395253768,2,'-9223372036854775808,1166,500
26815822395253768,3,'-9223372036854775808,880,500
26815822395253768,4,'-9223372036854775808,198,500
26815822395253768,5,'-9223372036854775808,897,500
26815822395253768,6,'-9223372036854775308,737,500
26815824190449928,1,'-9223372036854775808,220,400
26815824190449928,2,'-9223372036854775408,220,400
26815838484838920,1,'-9223372036854775808,66,400
26815838484838920,2,'-9223372036854775808,198,400
26815838484838920,3,400,198,400
26815871066555912,1,'-9223372036854775808,176,400
26815871066555912,2,'-9223372036854775808,176,400
26815871066555912,3,'-9223372036854775808,275,400
26815871066555912,4,'-9223372036854775408,132,400
26815920660437000,1,'-9223372036854775808,275,500
26815920660437000,2,'-9223372036854775808,220,500
26815920660437000,3,'-9223372036854775808,418,500
26815920660437000,4,'-9223372036854775808,165,500
26815920660437000,5,'-9223372036854775808,154,500
26815920660437000,6,'-9223372036854775808,77,500
26815920660437000,7,'-9223372036854775808,77,500
26815920660437000,8,'-9223372036854775808,286,500
26815920660437000,9,'-9223372036854775808,88,500
26815920660437000,10,'-9223372036854775808,1315,500
26815920660437000,11,'-9223372036854775808,209,500
26815920660437000,12,'-9223372036854775308,330,500
26815953191727368,1,'-9223372036854775808,275,400
26815953191727368,2,'-9223372036854775808,330,400
26815953191727368,3,400,121,400
26815955087531527,1,'-9223372036854775808,880,500
26815955087531527,2,'-9223372036854775808,396,500
26815955087531527,3,'-9223372036854775808,341,500
26815955087531527,4,'-9223372036854775808,341,500
26815955087531527,5,'-9223372036854775808,712,500
26815955087531527,6,'-9223372036854775808,143,500
26815955087531527,7,'-9223372036854775808,660,500
26815955087531527,8,'-9223372036854775808,44,500
26815955087531527,9,500,904,500
26815973710439944,1,'-9223372036854775808,22,400
26815973710439944,2,'-9223372036854775808,22,400
26815973710439944,3,'-9223372036854775808,145,400
26815973710439944,4,'-9223372036854775808,11,400
26815973710439944,5,400,55,400
26815995554604552,1,'-9223372036854775808,176,500
26815995554604552,2,'-9223372036854775808,671,500
26815995554604552,3,'-9223372036854775808,1074,500
26815995554604552,4,'-9223372036854775808,1074,500
26815995554604552,5,500,1074,500
26816036910896903,1,'-9223372036854775808,330,400
26816036910896903,2,'-9223372036854775808,165,400
26816036910896903,3,'-9223372036854775808,165,400
26816036910896903,4,'-9223372036854775408,242,400
26816049426866952,1,'-9223372036854775808,396,500
26816049426866952,2,'-9223372036854775808,440,500
26816049426866952,3,'-9223372036854775808,440,500
26816049426866952,4,'-9223372036854775808,440,500
26816049426866952,5,500,1067,500
26816059778535944,1,'-9223372036854775808,2843,800
26816059778535944,2,'-9223372036854775808,2843,800
26816059778535944,3,'-9223372036854775808,319,800
26816059778535944,4,'-9223372036854775808,88,800
26816059778535944,5,'-9223372036854775808,66,800
26816059778535944,6,'-9223372036854775808,77,800
26816059778535944,7,'-9223372036854775808,286,800
26816059778535944,8,'-9223372036854775808,187,800
26816059778535944,9,'-9223372036854775808,187,800
26816059778535944,10,'-9223372036854775808,187,800
26816059778535944,11,800,187,800
